Code,GeoFips,GeoName,TimePeriod,CL_UNIT,UNIT_MULT,DataValue
SAGDP2N-1,95000,Southeast,2022,Millions of current dollars,6,"5,604,610.00"
SAGDP2N-1,96000,Southwest,2017,Millions of current dollars,6,"2,286,160.00"
SAGDP2N-1,96000,Southwest,2018,Millions of current dollars,6,"2,464,730.00"
SAGDP2N-1,96000,Southwest,2019,Millions of current dollars,6,"2,544,790.00"
SAGDP2N-1,96000,Southwest,2020,Millions of current dollars,6,"2,477,130.00"
SAGDP2N-1,96000,Southwest,2021,Millions of current dollars,6,"2,849,230.00"
SAGDP2N-1,96000,Southwest,2022,Millions of current dollars,6,"3,246,070.00"
SAGDP2N-1,97000,Rocky Mountain,2017,Millions of current dollars,6,"681,310.00"
SAGDP2N-1,97000,Rocky Mountain,2018,Millions of current dollars,6,"730,568.00"
SAGDP2N-1,97000,Rocky Mountain,2019,Millions of current dollars,6,"776,281.00"
SAGDP2N-1,97000,Rocky Mountain,2020,Millions of current dollars,6,"781,272.00"
SAGDP2N-1,97000,Rocky Mountain,2021,Millions of current dollars,6,"880,143.00"
SAGDP2N-1,97000,Rocky Mountain,2022,Millions of current dollars,6,"974,683.00"
SAGDP2N-1,98000,Far West,2017,Millions of current dollars,6,"3,797,440.00"
SAGDP2N-1,98000,Far West,2018,Millions of current dollars,6,"4,026,580.00"
SAGDP2N-1,98000,Far West,2019,Millions of current dollars,6,"4,252,240.00"
SAGDP2N-1,98000,Far West,2020,Millions of current dollars,6,"4,254,020.00"
SAGDP2N-1,98000,Far West,2021,Millions of current dollars,6,"4,732,880.00"
SAGDP2N-1,98000,Far West,2022,Millions of current dollars,6,"5,066,770.00"
